Isimler,Soyisimler,TelefonTuru,Departman,Sehir,DogumTarihi,Maas,Telefon,mail,calisanid
HASAN,KANAT,Vodafone,Yazılım Geliştirme,Ankara,22 Kasım 1989,5387,5488403593,hasankanat@yandex.com,2098
ZEYNEP,GÖKTÜRK,Sabit,Yazılım Geliştirme,Kocaeli,16 Mayıs 1992,6470,2636853025,zeynep.göktürk@yandex.com,2099
SERKAN,BAŞTEMİR,Vodafone,Yazılım Geliştirme,Bursa,30 Mayıs 1996,3991,5462437624,serkan.baştemir@hotmail.com,2100
AHMAD,ALMOFTI,Vodafone,Yazılım Geliştirme,İstanbul,21 Aralık 1987,7700,5431484524,almoftiahmad@hotmail.com,2101
HÜSEYİN,GEDÜK,Türk Telekom,Yazılım Geliştirme,İstanbul,31 Temmuz 1969,15050,5069139886,hüseyin.gedük@yandex.com,2102
ZAFER,KÖSE,Vodafone,Mali İşler,Ankara,01 Şubat 1982,9758,5432792007,kösezafer@gmail.com,2103
RAMAZAN,İLHAN,Türk Telekom,Yazılım Geliştirme,İstanbul,01 Mayıs 1988,9069,5051390465,ramazanilhan@hotmail.com,2104
SELKAN,TOPCUOĞLU,Vodafone,Yazılım Geliştirme,Ankara,02 Kasım 1998,4940,5439931544,topcuoğluselkan@hotmail.com,2105
CANSEN,PEKER,Türk Telekom,Yazılım Geliştirme,İstanbul,01 Ocak 1990,4355,5549079501,pekercansen@gmail.com,2106
KAMİL,YAMAK,Sabit,Müşteri İlişkileri ve Satış,Ankara,24 Ekim 1978,9361,3131715559,kamil_yamak@yahoo.com,2107
YÜCEL,ÖZTÜRK,Türk Telekom,Yazılım Geliştirme,Ankara,18 Ağustos 1981,10361,5069839843,öztürkyücel@gmail.com,2108
DERYA,ÇOLAKEROL,Vodafone,Yazılım Geliştirme,Kocaeli,28 Kasım 1976,14947,5468009954,çolakerolderya@gmail.com,2109
YASEMİN,AVLANIR,Vodafone,Yazılım Geliştirme,İstanbul,11 Kasım 1990,5363,5447858309,avlaniryasemin@hotmail.com,2110
TOLGA,KEÇECİ,Türk Telekom,Yazılım Geliştirme,İstanbul,16 Aralık 1983,7791,5554182973,tolga.keçeci@yahoo.com,2111
ABDULKADİR,KOÇOĞLU,Türk Telekom,Yönetim,Kocaeli,08 Ocak 1979,10319,5551096995,koçoğluabdulkadir@hotmail.com,2112
ALİ,AKMAN,Vodafone,İnsan Kaynakları,İstanbul,20 Ağustos 1991,4602,5452430559,ali.akman@gmail.com,2113
ÖZEN,DEDEOĞLU,Türk Telekom,Yazılım Geliştirme,Ankara,14 Mart 1976,10633,5075277721,özen.dedeoğlu@hotmail.com,2114
FATMA,TEKİR,Vodafone,Yazılım Geliştirme,Bursa,14 Mayıs 1987,6460,5472645473,tekirfatma@hotmail.com,2115
MUSTAFA,TOKMAK,Türkcell,Yönetim,İstanbul,14 Haziran 1983,13656,5316963311,mustafatokmak@yandex.com,2116
HAMZA,ARI,Türk Telekom,Mali İşler,Ankara,05 Eylül 1989,5064,5553265104,hamza.ari@yahoo.com,2117
MURAT,AKSAÇ,Türk Telekom,Yönetim,Ankara,11 Kasım 1974,10068,5558851951,aksaçmurat@gmail.com,2118
CÖMERT,ARICI,Türkcell,Müşteri İlişkileri ve Satış,Ankara,30 Kasım 1984,8366,5375964291,aricicömert@yandex.com,2119
HÜLYA,ÖNAL,Vodafone,Müşteri İlişkileri ve Satış,Ankara,01 Ağustos 1998,4817,5441548974,hülyaönal@yahoo.com,2120
BERK,BAŞ,Türk Telekom,Müşteri İlişkileri ve Satış,İstanbul,19 Şubat 1984,4725,5069766801,berkbaş@yahoo.com,2121
AHMET,GÜREL,Türk Telekom,Yazılım Geliştirme,İstanbul,11 Haziran 1969,17254,5536636603,ahmet_gürel@gmail.com,2122
YUSUF,AFŞAR,Vodafone,Yazılım Geliştirme,Bursa,14 Mart 1986,9598,5433741946,afşar.yusuf@yandex.com,2123
EMRAH,BÖLÜKBAŞ,Türk Telekom,Müşteri İlişkileri ve Satış,Ankara,30 Haziran 1989,3048,5511457455,bölükbaşemrah@yandex.com,2124
EMRE,ÇÖL,Türkcell,Yazılım Geliştirme,İstanbul,14 Ocak 1992,7481,5319026152,emreçöl@hotmail.com,2125
ABDULSEMET,ALTUN,Sabit,Yazılım Geliştirme,Kocaeli,09 Mart 1990,6328,2634843493,altun.abdulsemet@outlook.com,2126
EYLEM,KUDAY,Vodafone,Yazılım Geliştirme,Kocaeli,20 Nisan 1987,5257,5428478188,eylemkuday@yahoo.com,2127
İSMAİL,KARTAL,Vodafone,Yazılım Geliştirme,Kocaeli,07 Temmuz 1984,7655,5469046634,kartal.ismail@yandex.com,2128
ÇAĞLAR,EYLEN,Türkcell,Yazılım Geliştirme,Kocaeli,25 Şubat 1970,14553,5397458834,çağlareylen@hotmail.com,2129
YASEMİN,KILBACAK,Vodafone,Yazılım Geliştirme,İstanbul,28 Aralık 1985,5477,5412511253,yasemin.kilbacak@yandex.com,2130
MELTEM,MEMİŞ,Sabit,Müşteri İlişkileri ve Satış,Ankara,08 Şubat 1992,4818,3132844542,meltemmemiş@hotmail.com,2131
TOLGA,GÜLEÇ,Türk Telekom,Müşteri İlişkileri ve Satış,İstanbul,01 Mayıs 1992,5197,5531262406,güleç.tolga@hotmail.com,2132
EMRE,ÇAMUR,Türk Telekom,Yazılım Geliştirme,İstanbul,09 Kasım 1977,12738,5541318843,çamuremre@yahoo.com,2133
MUSTAFA,BAL,Türk Telekom,Müşteri İlişkileri ve Satış,Bursa,06 Mayıs 1992,4279,5524533718,mustafa.bal@yandex.com,2134
EMİR,CANİK,Türk Telekom,İnsan Kaynakları,İstanbul,06 Ağustos 1983,13441,5549737798,emir.canik@gmail.com,2135
FUNDA,TOZLU,Sabit,Mali İşler,Ankara,13 Kasım 1976,13921,3126395339,funda_tozlu@gmail.com,2136
ELİF,BİLGİN,Vodafone,Yazılım Geliştirme,Kocaeli,06 Şubat 1981,9186,5449009142,elifbilgin@yandex.com,2137
NİLAY,SANCAR,Vodafone,İnsan Kaynakları,Ankara,28 Ağustos 1981,15904,5446895258,sancarnilay@gmail.com,2138
AHMET,UYAR,Vodafone,Yazılım Geliştirme,Kocaeli,27 Ağustos 1989,6798,5445854804,uyarahmet@hotmail.com,2139
MERVE,İRİS,Vodafone,Yazılım Geliştirme,İstanbul,13 Ekim 1992,7321,5483720768,merve.iris@gmail.com,2140
SAMET,ERSOY,Türk Telekom,Yazılım Geliştirme,İstanbul,25 Ocak 1982,8196,5057554758,ersoysamet@hotmail.com,2141
ERDEM,YARDIMCI,Vodafone,Yazılım Geliştirme,İstanbul,29 Kasım 1980,9951,5467745889,erdemyardimci@yandex.com,2142
SERKAN,SİVRİ,Türkcell,Yazılım Geliştirme,Ankara,12 Ağustos 1992,7935,5329552916,sivriserkan@yandex.com,2143
ÖZNUR,ARSLAN,Vodafone,Yazılım Geliştirme,Ankara,24 Ekim 1990,5164,5471904020,öznurarslan@yandex.com,2144
ÖZNUR,BİLGE,Vodafone,Yazılım Geliştirme,Ankara,23 Nisan 1973,19727,5428269573,öznur.bilge@yandex.com,2145
İSMAİL,BÜYÜKCERAN,Türk Telekom,Yazılım Geliştirme,Bursa,04 Kasım 1993,4416,5521902453,ismail.büyükceran@yahoo.com,2146
RAMAZAN,ARI,Sabit,Yönetim,Kocaeli,16 Şubat 1976,14134,2639558916,ariramazan@yandex.com,2147
FATİH,ORTA,Vodafone,Yazılım Geliştirme,İstanbul,10 Şubat 1982,9884,5439816825,fatihorta@gmail.com,2148
ŞUAYIP,AKINCI,Türkcell,Müşteri İlişkileri ve Satış,Ankara,16 Mayıs 1992,3516,5399211017,şuayipakinci@hotmail.com,2149
ALİ,AYDIN,Türk Telekom,Yazılım Geliştirme,Kocaeli,17 Haziran 1992,7767,5067533458,aliaydin@gmail.com,2150
SULTAN,PARASIZ,Vodafone,Yazılım Geliştirme,Ankara,24 Temmuz 1987,8154,5424511069,parasiz.sultan@gmail.com,2151
EMRAH,YÜCEL,Türk Telekom,Yazılım Geliştirme,İstanbul,22 Haziran 1986,5920,5565837393,emrah_yücel@yandex.com,2152
GÜLBERAT,İNCE,Türk Telekom,Yazılım Geliştirme,Ankara,21 Ağustos 1971,12163,5065692867,gülberatince@hotmail.com,2153
UFUK,TAŞCI,Türk Telekom,Yazılım Geliştirme,Ankara,18 Ekim 1985,8176,5562829942,ufuk.taşci@yahoo.com,2154
ZEYNEP,BAYRAMOĞLU,Türk Telekom,Mali İşler,İstanbul,01 Haziran 1991,4902,5526265351,zeynep.bayramoğlu@hotmail.com,2155
MUSA,YILANLI,Sabit,İnsan Kaynakları,İstanbul,17 Mayıs 1993,6279,2178957044,yilanli_musa@hotmail.com,2156
NURAN,KAVURGACI,Vodafone,Mali İşler,Ankara,02 Ağustos 1989,4445,5499029062,nuran.kavurgaci@gmail.com,2157
GÜLAY,TEĞİN,Vodafone,Yazılım Geliştirme,İstanbul,28 Temmuz 1974,11242,5486835943,teğingülay@hotmail.com,2158
SERDAR,GÜLER,Türk Telekom,Yazılım Geliştirme,Kocaeli,29 Ekim 1970,19054,5564470218,güler.serdar@hotmail.com,2159
CANAN,KARAN,Türk Telekom,Yazılım Geliştirme,İstanbul,29 Nisan 1989,6394,5528557002,karancanan@yandex.com,2160
AHMET,ÖZ,Türkcell,Yazılım Geliştirme,İstanbul,16 Nisan 1977,12385,5346358121,ahmetöz@yahoo.com,2161
HÜSEYİN,KAYKISIZ,Türk Telekom,Mali İşler,Ankara,16 Ağustos 1985,7628,5563570588,hüseyin_kaykisiz@yandex.com,2162
ALPER,DİVARCI,Vodafone,Yazılım Geliştirme,Bursa,03 Kasım 1991,5813,5478547188,alper.divarci@yahoo.com,2163
CÜNEYT,TEĞİN,Türk Telekom,Yazılım Geliştirme,İstanbul,20 Nisan 1992,6647,5535969145,cüneytteğin@yandex.com,2164
İLYAS,PIRTI,Vodafone,Yazılım Geliştirme,İstanbul,10 Nisan 1978,13982,5469666053,pirtiilyas@hotmail.com,2165
HALİLİBRAHİM,DEMİRCAN,Vodafone,Mali İşler,Ankara,09 Şubat 1981,10006,5411398459,demircan.halilibrahim@yandex.com,2166
CANSU,YILMAZ,Vodafone,İnsan Kaynakları,Bursa,31 Aralık 1991,4764,5478207511,yilmaz_cansu@hotmail.com,2167
EMEL,MİRZA,Vodafone,Mali İşler,İstanbul,26 Kasım 1997,3719,5433595380,mirzaemel@yandex.com,2168
SEVAL,KISAOĞLU,Türk Telekom,Yazılım Geliştirme,Ankara,28 Mayıs 1990,5982,5556380797,seval_kisaoğlu@hotmail.com,2169
EBRU,YILMAZ,Vodafone,Mali İşler,Ankara,23 Ocak 1979,7662,5422491034,ebru.yilmaz@yandex.com,2170
MUSTAFA,YENİAY,Sabit,İnsan Kaynakları,İstanbul,26 Eylül 1991,6355,2167079795,mustafa.yeniay@hotmail.com,2171
MEHMET,YILMAZ,Türk Telekom,Yazılım Geliştirme,İstanbul,23 Haziran 1989,7604,5533115970,yilmazmehmet@yahoo.com,2172
AYSU,AKTAŞ,Türkcell,Yönetim,İstanbul,27 Temmuz 1978,13558,5369352445,aysu_aktaş@yandex.com,2173
DUYGU,KUNAK,Türk Telekom,Yazılım Geliştirme,İstanbul,25 Eylül 1984,6876,5552413675,duygu.kunak@yandex.com,2174
ASLI,ERDOĞAN,Türk Telekom,Müşteri İlişkileri ve Satış,Ankara,05 Ocak 1980,10914,5554842659,asli_erdoğan@yahoo.com,2175
NİHAL,ERDOĞAN,Vodafone,Yazılım Geliştirme,İstanbul,29 Şubat 1980,8141,5458455601,erdoğan.nihal@gmail.com,2176
LEYLA,GÜLDAMLA,Türk Telekom,Yönetim,İstanbul,12 Aralık 1983,11522,5548199400,güldamla.leyla@yandex.com,2177
BURÇİN,ATAK,Türk Telekom,Yazılım Geliştirme,İstanbul,01 Eylül 1991,6363,5072872060,atakburçin@hotmail.com,2178
MAHMUT,ÇINARLIK,Vodafone,Yazılım Geliştirme,İstanbul,09 Haziran 1980,9836,5434184794,mahmut.çinarlik@yahoo.com,2179
SERPİL,ERKEN,Türk Telekom,Yazılım Geliştirme,İstanbul,12 Ekim 1980,10183,5051152713,serpil.erken@yahoo.com,2180
AHMET,SAKALLIOĞLU,Türk Telekom,Yazılım Geliştirme,Ankara,10 Mart 1976,13278,5541724171,sakallioğlu.ahmet@yandex.com,2181
EZGİ,KARASU,Vodafone,Yazılım Geliştirme,İstanbul,27 Eylül 1983,9600,5458112397,ezgi.karasu@gmail.com,2182
İPEK,SEMERCİ,Türk Telekom,Yönetim,İstanbul,20 Nisan 1979,11883,5064961558,ipeksemerci@yahoo.com,2183
HAVVA,KOCAYİĞİT,Vodafone,Yazılım Geliştirme,İstanbul,08 Nisan 1984,9277,5455659467,havvakocayiğit@yandex.com,2184
ŞAHİN,ATİK,Sabit,Yazılım Geliştirme,Ankara,25 Mart 1971,12599,3134172009,atik_şahin@gmail.com,2185
DENİZ,DENİZ,Vodafone,Mali İşler,İstanbul,23 Ocak 1990,5315,5468416171,deniz.deniz@hotmail.com,2186
GAMZE,ATÇEKEN,Türk Telekom,Müşteri İlişkileri ve Satış,Kocaeli,28 Ocak 1992,3261,5061804276,atçekengamze@yahoo.com,2187
YAŞAR,PAZIR,Türk Telekom,Yazılım Geliştirme,Bursa,30 Ağustos 1986,5147,5076510350,yaşar.pazir@yandex.com,2188
İLKAY,AYRANCI,Türk Telekom,Yazılım Geliştirme,İstanbul,27 Ocak 1976,13663,5078917733,ayranci.ilkay@yandex.com,2189
SAADET,ÇÖLBE,Sabit,İnsan Kaynakları,İstanbul,30 Aralık 1979,13939,2171189392,saadetçölbe@gmail.com,2190
HÜSEYİN,TOPUZ,Türk Telekom,Yazılım Geliştirme,İstanbul,26 Ekim 1969,14406,5057941902,hüseyin.topuz@outlook.com,2191
TAMER,KALA,Türk Telekom,Mali İşler,Ankara,06 Mayıs 1979,6472,5061317323,kalatamer@yandex.com,2192
HİDİR,YANNİ,Türk Telekom,Yazılım Geliştirme,Bursa,16 Nisan 1992,6702,5537052720,yanni.hidir@yandex.com,2193
ADEM,YILDIZ,Türk Telekom,Müşteri İlişkileri ve Satış,Kocaeli,15 Ağustos 1981,9996,5541949625,adem.yildiz@gmail.com,2194
AHMET,ÖZALP,Vodafone,Yazılım Geliştirme,Bursa,26 Ağustos 1984,5045,5495471862,özalp.ahmet@hotmail.com,2195
DERYA,ADALI,Sabit,Yazılım Geliştirme,İstanbul,11 Temmuz 1991,5408,2168118704,derya.adali@yandex.com,2196
FATİH,ALTUNYAPRAK,Vodafone,Mali İşler,Ankara,13 Ekim 1993,5667,5455109007,fatihaltunyaprak@hotmail.com,2197
YAVUZ,KAŞIKÇI,Sabit,Yazılım Geliştirme,Bursa,18 Ekim 1979,11024,2255321134,yavuz.kaşikçi@gmail.com,2198
BEYZA,DEMİRBAŞ,Sabit,Yazılım Geliştirme,İstanbul,04 Mart 1981,9192,2131678639,demirbaş.beyza@yandex.com,2199
ÜMİT,YILMAZ,Vodafone,Yazılım Geliştirme,Ankara,23 Aralık 1987,5418,5447299596,yilmaz.ümit@hotmail.com,2200
AHMET,SEKİN,Sabit,Yazılım Geliştirme,Ankara,16 Kasım 1989,5949,3135786407,sekinahmet@hotmail.com,2201
FETHİ,YÖNET,Türkcell,Müşteri İlişkileri ve Satış,Bursa,09 Haziran 1992,3269,5363317040,fethi_yönet@hotmail.com,2202
HİDAYET,KÜÇÜKCERAN,Türk Telekom,Yönetim,İstanbul,27 Ağustos 1983,13606,5553376837,hidayetküçükceran@hotmail.com,2203
MEVLÜT,GÜVEN,Türk Telekom,Yazılım Geliştirme,İstanbul,13 Şubat 1981,9800,5522506090,güvenmevlüt@hotmail.com,2204
YAVUZ,İNAN,Türkcell,Yazılım Geliştirme,Ankara,16 Ekim 1984,6884,5387821765,yavuz.inan@yandex.com,2205
MEHMET,TANİŞ,Vodafone,Yazılım Geliştirme,Bursa,06 Ocak 1989,4436,5442682217,mehmettaniş@yahoo.com,2206
FETHİYE,UĞURLU,Türk Telekom,Yazılım Geliştirme,Ankara,27 Haziran 1969,18964,5531518456,fethiye.uğurlu@gmail.com,2207
MERVE,ŞAHAN,Sabit,Yazılım Geliştirme,İstanbul,09 Aralık 1989,7357,2162314837,merve.şahan@hotmail.com,2208
MEHMET,BOLATKALE,Vodafone,İnsan Kaynakları,Ankara,02 Mayıs 1989,5778,5474185943,bolatkalemehmet@yandex.com,2209
EMİNE,KESKİN,Vodafone,Yazılım Geliştirme,Ankara,11 Haziran 1975,14433,5457720809,keskinemine@gmail.com,2210
MELİKE,GEYİK,Vodafone,İnsan Kaynakları,Ankara,22 Ocak 1978,14928,5424480643,geyikmelike@yandex.com,2211
MEHTAP,ALAYBEYOĞLU,Vodafone,Müşteri İlişkileri ve Satış,Kocaeli,11 Nisan 1989,4433,5443844013,alaybeyoğlu.mehtap@yahoo.com,2212
SEVDA,SAYYİĞİT,Türk Telekom,Mali İşler,İstanbul,22 Kasım 1982,6257,5067866540,sevda.sayyiğit@gmail.com,2213
EMİN,CERAN,Vodafone,Mali İşler,İstanbul,14 Temmuz 1985,6073,5497290199,ceranemin@yandex.com,2214
EMİR,İZCİ,Vodafone,Yazılım Geliştirme,İstanbul,03 Aralık 1986,5424,5491683439,izciemir@gmail.com,2215
MEHMET,HÖKE,Türkcell,Yazılım Geliştirme,İstanbul,27 Eylül 1979,11438,5354332905,mehmethöke@gmail.com,2216
HAVVA,SAĞLAM,Vodafone,Yazılım Geliştirme,Ankara,21 Temmuz 1981,9032,5462759159,havva_sağlam@gmail.com,2217
LÜTFİ,SEYREK,Türk Telekom,Yazılım Geliştirme,Bursa,17 Ekim 1997,5227,5063473393,seyreklütfi@hotmail.com,2218
EMİNE,ERKAN,Türk Telekom,Yazılım Geliştirme,İstanbul,04 Haziran 1979,9178,5052067607,emine.erkan@yandex.com,2219
ELÇİN,ÇETİN,Türk Telekom,Mali İşler,Ankara,28 Haziran 1986,6574,5536693189,elçinçetin@hotmail.com,2220
MUSTAFA,ÖZTÜRK,Vodafone,Mali İşler,İstanbul,28 Mart 1985,6838,5448895555,öztürkmustafa@gmail.com,2221
GÖZDE,UZUNCA,Vodafone,Yazılım Geliştirme,Kocaeli,12 Haziran 1984,8806,5462905991,uzunca.gözde@yandex.com,2222
TEVHİD,AYDIN,Türk Telekom,Mali İşler,Ankara,16 Aralık 1993,4336,5521957055,tevhid.aydin@hotmail.com,2223
AYŞE,UZUNCAN,Vodafone,Yazılım Geliştirme,İstanbul,26 Kasım 1987,5403,5421382067,uzuncanayşe@gmail.com,2224
FATMA,ÜNAL,Türk Telekom,Yazılım Geliştirme,İstanbul,28 Aralık 1971,17774,5553747579,fatma.ünal@hotmail.com,2225
TİMUÇİN,PEKDOĞAN,Sabit,Mali İşler,Ankara,30 Haziran 1981,8195,3139876089,timuçinpekdoğan@yandex.com,2226
BİROL,KAYA,Vodafone,Yazılım Geliştirme,Kocaeli,17 Ağustos 1993,4581,5465910224,birol.kaya@yandex.com,2227
MUAMMER,ÖZDEMİR,Türk Telekom,Yazılım Geliştirme,İstanbul,26 Nisan 1989,7359,5539593407,muammerözdemir@hotmail.com,2228
DİLŞAH,ERSÖZ,Türk Telekom,Mali İşler,İstanbul,12 Aralık 1976,13385,5537523367,dilşahersöz@hotmail.com,2229
YAŞAR,ALKIŞ,Türk Telekom,Yönetim,İstanbul,21 Ağustos 1970,19618,5052856149,yaşar.alkiş@outlook.com,2230
ELİF,ZENGİN,Türk Telekom,Müşteri İlişkileri ve Satış,İstanbul,25 Şubat 1984,5698,5531178283,elif.zengin@hotmail.com,2231
YASEMİN,YİLDİZ,Sabit,Müşteri İlişkileri ve Satış,Bursa,08 Aralık 1986,6738,2249269591,yildizyasemin@yandex.com,2232
ŞAHİN,ŞENER,Türk Telekom,Müşteri İlişkileri ve Satış,Kocaeli,31 Ocak 1987,5700,5559620139,şenerşahin@yahoo.com,2233
ALİ,BÜYÜKKALAYCI,Türk Telekom,Yazılım Geliştirme,Bursa,14 Aralık 1987,6385,5065771380,ali.büyükkalayci@hotmail.com,2234
EMRAH,YILMAZ,Vodafone,Yazılım Geliştirme,Bursa,07 Haziran 1996,3254,5439527272,yilmaz.emrah@gmail.com,2235
AYŞE,DEMİREL,Vodafone,İnsan Kaynakları,İstanbul,04 Ocak 1982,11096,5463673411,demirel.ayşe@hotmail.com,2236
YAKUP,MORAN,Vodafone,Yazılım Geliştirme,İstanbul,08 Haziran 1997,3863,5469566436,moran.yakup@yahoo.com,2237
ÇAĞRI,ÇAYLI,Vodafone,Yazılım Geliştirme,Kocaeli,03 Şubat 1981,9473,5476959976,çayli.çağri@hotmail.com,2238
BAHADIR,ÇANGAL,Vodafone,İnsan Kaynakları,Ankara,19 Mart 1982,7226,5457405613,bahadir.çangal@hotmail.com,2239
KURTULUŞ,VURAL,Türk Telekom,Müşteri İlişkileri ve Satış,İstanbul,06 Aralık 1983,8233,5057926012,vuralkurtuluş@gmail.com,2240
KADİR,KUBAT,Vodafone,Yazılım Geliştirme,İstanbul,03 Mayıs 1980,11944,5425583813,kubatkadir@hotmail.com,2241
MUSTAFA,KATRAN,Türk Telekom,Müşteri İlişkileri ve Satış,Bursa,16 Ocak 1984,8066,5071810920,mustafakatran@gmail.com,2242
YALÇIN,LEYMUNÇİÇEĞİ,Türk Telekom,Yazılım Geliştirme,Ankara,09 Temmuz 1981,11865,5563765503,yalçinleymunçiçeği@yahoo.com,2243
CEREN,AYDIN,Vodafone,Mali İşler,İstanbul,17 Aralık 1986,6598,5452701512,aydinceren@gmail.com,2244
ESRA,BEKAR,Türk Telekom,Mali İşler,İstanbul,11 Nisan 1990,5971,5549335053,esra_bekar@yahoo.com,2245
ÜMİT,ÜNAL,Türkcell,Mali İşler,Ankara,07 Ekim 1979,8539,5399120524,ünalümit@yandex.com,2246
ŞERİFE,PİRİ,Türk Telekom,Yazılım Geliştirme,İstanbul,30 Aralık 1980,9911,5535903402,şerifepiri@hotmail.com,2247
ŞEYDA,BOZKUŞ,Türkcell,Müşteri İlişkileri ve Satış,Ankara,02 Mayıs 1974,11475,5373746877,şeyda_bozkuş@yandex.com,2248
ASLI,KINALIOĞLU,Sabit,Yazılım Geliştirme,Kocaeli,27 Eylül 1969,13281,2631339282,kinalioğluasli@yahoo.com,2249
NESLİHAN,TARAKCI,Sabit,Yazılım Geliştirme,İstanbul,09 Eylül 1997,4627,2133003892,neslihan.tarakci@hotmail.com,2250
ESRA,ÜRKMEZ,Türk Telekom,Yazılım Geliştirme,Kocaeli,19 Ocak 1982,11461,5069772407,esraürkmez@gmail.com,2251
ÇAĞRI,ELGÖRMÜŞ,Türk Telekom,İnsan Kaynakları,Kocaeli,29 Temmuz 1989,4011,5526230336,elgörmüşçağri@yandex.com,2252
MEHMET,YAĞLI,Sabit,Yazılım Geliştirme,İstanbul,30 Aralık 1971,13326,2165539774,mehmetyağli@yandex.com,2253
KAMURAN,ÇELİK,Vodafone,Mali İşler,İstanbul,10 Ekim 1989,5740,5425264928,kamuran.çelik@yandex.com,2254
DERYA,ÖZKAYA,Vodafone,İnsan Kaynakları,Ankara,06 Şubat 1991,5053,5459742731,özkayaderya@yahoo.com,2255
MERYEM,YANARDAĞ,Sabit,Yazılım Geliştirme,Ankara,21 Aralık 1989,5215,3121591061,yanardağmeryem@yandex.com,2256
ŞİRİN,ÖZHAN,Türk Telekom,Yazılım Geliştirme,İstanbul,20 Kasım 1986,9672,5548891792,özhan.şirin@yandex.com,2257
HARUN,KARAAĞAÇ,Sabit,Müşteri İlişkileri ve Satış,Ankara,08 Aralık 1978,9028,3133138815,karaağaç.harun@hotmail.com,2258
HARUN,SEZGİN,Türk Telekom,Yazılım Geliştirme,İstanbul,30 Eylül 1992,4631,5528260606,sezgin.harun@yandex.com,2259
PINAR,KAPLANKIRAN,Sabit,Yazılım Geliştirme,İstanbul,03 Eylül 1985,9178,2137264454,kaplankiranpinar@yandex.com,2260
BARIŞ,TİLBE,Sabit,Müşteri İlişkileri ve Satış,İstanbul,19 Nisan 1984,4138,2164125459,bariş.tilbe@yandex.com,2261
FATİH,BAYRAKTAR,Türk Telekom,Mali İşler,İstanbul,25 Kasım 1988,5669,5055263886,bayraktarfatih@yandex.com,2262
İBRAHİM,TOPÇU,Sabit,Yazılım Geliştirme,İstanbul,09 Şubat 1984,7012,2166931062,topçuibrahim@hotmail.com,2263
DAMLA,GÖKÇEK,Türkcell,Yazılım Geliştirme,İstanbul,28 Eylül 1993,5867,5345376319,gökçek.damla@hotmail.com,2264
MERVE,KÜÇÜK,Sabit,Yazılım Geliştirme,İstanbul,14 Ekim 1980,11149,2162003668,merve.küçük@yahoo.com,2265
ÖKKEŞ,GÖKÇEK,Vodafone,Yazılım Geliştirme,Kocaeli,14 Nisan 1991,6296,5464324248,ökkeş.gökçek@hotmail.com,2266
AYŞE,YİĞİT,Vodafone,Yazılım Geliştirme,İstanbul,27 Haziran 1984,7891,5439402429,yiğit.ayşe@gmail.com,2267
RECEP,MOLLA,Türk Telekom,Yazılım Geliştirme,Kocaeli,06 Haziran 1997,4876,5534339815,recepmolla@yahoo.com,2268
EMRE,KOÇ,Türk Telekom,Yazılım Geliştirme,Ankara,03 Ağustos 1977,12840,5059400272,emrekoç@hotmail.com,2269
HALİL,ÇANKAYA,Türk Telekom,Yazılım Geliştirme,Bursa,30 Ağustos 1982,10778,5056007910,çankaya.halil@yandex.com,2270
MURAT,ÇEVİK,Türk Telekom,İnsan Kaynakları,İstanbul,21 Mart 1986,4123,5074927385,çevikmurat@hotmail.com,2271
SERKAN,YILDIZ,Vodafone,Mali İşler,İstanbul,02 Haziran 1977,9984,5485116092,serkan_yildiz@gmail.com,2272
ALEV,İNCE,Vodafone,Müşteri İlişkileri ve Satış,Bursa,06 Ağustos 1991,3190,5429544288,incealev@hotmail.com,2273
MÜŞERREF,KASAP,Vodafone,Yazılım Geliştirme,İstanbul,08 Ekim 1991,4542,5474215746,kasap.müşerref@hotmail.com,2274
FATİH,YUMAK,Türk Telekom,Yönetim,İstanbul,20 Aralık 1970,21729,5057394828,fatih.yumak@yandex.com,2275
AHMET,ÇETİNKAYA,Türk Telekom,Yazılım Geliştirme,Ankara,29 Haziran 1986,8779,5547884085,çetinkaya_ahmet@gmail.com,2276
ADNAN,KARADAŞ,Türk Telekom,Yazılım Geliştirme,Kocaeli,22 Mayıs 1990,7728,5555694419,adnan.karadaş@gmail.com,2277
HİSAR,KUTAN,Vodafone,Yazılım Geliştirme,Ankara,30 Nisan 1975,11861,5467615430,kutanhisar@yahoo.com,2278
ONUR,ÖZDENOĞLU,Türk Telekom,Yazılım Geliştirme,Ankara,04 Ağustos 1988,9219,5566476521,onur.özdenoğlu@hotmail.com,2279
ALP,YILMAZ,Türk Telekom,Müşteri İlişkileri ve Satış,Ankara,29 Aralık 1977,14686,5525726644,alp.yilmaz@yandex.com,2280
MUSTAFA,KONUK,Türkcell,Mali İşler,Ankara,09 Mart 1981,9200,5364040657,konuk.mustafa@hotmail.com,2281
ÇİĞDEM,TURAN,Vodafone,Yazılım Geliştirme,Bursa,20 Ağustos 1997,4051,5413306916,çiğdemturan@hotmail.com,2282
SERKAN,AKIŞ,Sabit,Yönetim,İstanbul,30 Ocak 1976,19364,2139965193,serkan.akiş@yahoo.com,2283
ELİF,KIZILMEŞE,Vodafone,Müşteri İlişkileri ve Satış,Ankara,17 Eylül 1987,6230,5486313404,kizilmeşeelif@gmail.com,2284
HASAN,ÇANTAY,Türkcell,Yazılım Geliştirme,İstanbul,27 Eylül 1994,4271,5397102882,hasan.çantay@hotmail.com,2285
AHMET,CAMCI,Vodafone,Yazılım Geliştirme,Kocaeli,30 Kasım 1972,12297,5492756547,camciahmet@yahoo.com,2286
